Código Provincia	Código Departamento	Departamento	Código Localidad	Localidad
54	54077	Libertador General San Martín	54077015	Capioviciño
54	54077	Libertador General San Martín	54077020	El Alcázar
54	54077	Libertador General San Martín	54077030	Garuhapé
54	54077	Libertador General San Martín	54077035	Los Teales
54	54077	Libertador General San Martín	54077040	Mbopicuá
54	54077	Libertador General San Martín	54077050	Puerto Leoni
54	54077	Libertador General San Martín	54077060	Puerto Rico
54	54077	Libertador General San Martín	54077070	Ruiz de Montoya
54	54077	Libertador General San Martín	54077080	San Alberto
54	54077	Libertador General San Martín	54077090	San Gotardo
54	54077	Libertador General San Martín	54077100	San Miguel
54	54077	Libertador General San Martín	54077110	Villa Akerman
54	54077	Libertador General San Martín	54077120	Villa Urrutia
54	54084	Montecarlo	54084003	Barrio Cuatro Bocas
54	54084	Montecarlo	54084005	Barrio Guatambú
54	54084	Montecarlo	54084007	Barrio Itá
54	54084	Montecarlo	54084008	Barrio Santa Teresita
54	54084	Montecarlo	54084010	Caraguatay
54	54084	Montecarlo	54084020	Laharrague
54	54084	Montecarlo	54084030	Montecarlo
54	54084	Montecarlo	54084040	Piray Kilómetro 18
54	54084	Montecarlo	54084050	Puerto Piray
54	54084	Montecarlo	54084060	Tarumá
54	54084	Montecarlo	54084070	Villa Parodi
54	54084	Montecarlo	54084071	Villa Parodi
54	54091	Oberá	54091013	Barrio Escuela 461
54	54091	Oberá	54091014	Barrio Escuela 461
54	54091	Oberá	54091020	Campo Ramón
54	54091	Oberá	54091030	Campo Viera
54	54091	Oberá	54091010	Colonia Alberdi
54	54091	Oberá	54091033	Colonia Finlandesa
54	54091	Oberá	54091035	Colonia Julio U. Martín
54	54091	Oberá	54091040	El Salto
54	54091	Oberá	54091050	General Alvear
54	54091	Oberá	54091060	Guaraní
54	54091	Oberá	54091065	La Africana
54	54091	Oberá	54091070	Los Helechos
54	54091	Oberá	54091080	Oberá
54	54091	Oberá	54091017	Barrio Escuela 633
54	54091	Oberá	54091090	Panambí
54	54091	Oberá	54091100	Panambí Kilómetro 8
54	54091	Oberá	54091105	Panambí Kilómetro 15
54	54091	Oberá	54091106	Paraje Itá Chica
54	54091	Oberá	54091107	Paraje La Reserva
54	54091	Oberá	54091108	Paraje Ruta 6
54	54091	Oberá	54091109	Paraje Sargento Cabral
54	54091	Oberá	54091110	San Martín
54	54091	Oberá	54091120	Villa Bonita
54	54098	San Ignacio	54098003	Barrio El Francés
54	54098	San Ignacio	54098005	Barrio Tungoil
54	54098	San Ignacio	54098006	Barrio 20 de Junio
54	54098	San Ignacio	54098007	Colonia Gisela
54	54098	San Ignacio	54098008	Colonia Gisela
54	54098	San Ignacio	54098010	Colonia Polana
54	54098	San Ignacio	54098020	Corpus Christi
54	54098	San Ignacio	54098030	Domingo Savio
54	54098	San Ignacio	54098040	General Urquiza
54	54098	San Ignacio	54098050	Gobernador Roca
54	54098	San Ignacio	54098060	Helvecia
54	54098	San Ignacio	54098070	Hipólito Yrigoyen
54	54098	San Ignacio	54098080	Jardín América
54	54098	San Ignacio	54098085	Los Teales
54	54098	San Ignacio	54098090	Oasis
54	54098	San Ignacio	54098093	Paraje Teyú Cuaré
54	54098	San Ignacio	54098095	Pastoreo
54	54098	San Ignacio	54098097	Puerto Nuevo
54	54098	San Ignacio	54098100	Roca Chica
54	54098	San Ignacio	54098110	San Ignacio
54	54098	San Ignacio	54098120	Santo Pipó
54	54098	San Ignacio	54098130	Tacuara
54	54098	San Ignacio	54098140	Yacutinga
54	54105	San Javier	54105010	Florentino Ameghino
54	54105	San Javier	54105020	Itacaruaré
54	54105	San Javier	54105030	Mojón Grande
54	54105	San Javier	54105035	Paraje Los Cedros
54	54105	San Javier	54105040	San Javier
54	54112	San Pedro	54112010	Cruce Caballero
54	54112	San Pedro	54112012	Escuela 357
54	54112	San Pedro	54112020	Paraíso
54	54112	San Pedro	54112030	Piñalito Sur
54	54112	San Pedro	54112035	Pozo Azul
54	54112	San Pedro	54112040	San Pedro
54	54112	San Pedro	54112050	Tobuna
54	54119	25 de Mayo	54119010	Alba Posse
54	54119	25 de Mayo	54119020	Alicia Alta
54	54119	25 de Mayo	54119025	Alicia Baja
54	54119	25 de Mayo	54119028	Colonia Acaraguá
54	54119	25 de Mayo	54119030	Colonia Aurora
54	54119	25 de Mayo	54119032	Colonia 9 de Julio
54	54119	25 de Mayo	54119034	Mai Bao
54	54119	25 de Mayo	54119035	Paraje Aristóbulo Chico
54	54119	25 de Mayo	54119036	Paraje Dorado
54	54119	25 de Mayo	54119037	Primavera
54	54119	25 de Mayo	54119040	San Francisco de Asís
54	54119	25 de Mayo	54119050	Santa Rita
54	54119	25 de Mayo	54119060	25 de Mayo
58	58007	Aluminé	58007010	Aluminé
58	58007	Aluminé	58007015	Moquehue
58	58007	Aluminé	58007020	Villa Pehuenia
58	58014	Añelo	58014005	Aguada San Roque
58	58014	Añelo	58014010	Añelo
58	58014	Añelo	58014015	Los Chihuidos
58	58014	Añelo	58014020	San Patricio del Chañar
58	58021	Catán Lil	58021010	Las Coloradas
58	58021	Catán Lil	58021020	Pilo Lil
58	58042	Chos Malal	58042010	Chos Malal
58	58042	Chos Malal	58042013	Cochico
58	58042	Chos Malal	58042015	El Alamito
58	58042	Chos Malal	58042020	Tricao Malal
58	58042	Chos Malal	58042030	Los Menucos
58	58028	Collón Curá	58028010	Piedra del Águila
58	58028	Collón Curá	58028020	Santo Tomás
58	58035	Confluencia	58035010	Arroyito
58	58035	Confluencia	58035012	Azul Pescador
58	58035	Confluencia	58035014	Bahía Bonita
58	58035	Confluencia	58035016	Bahía de Playas
58	58035	Confluencia	58035040	Cutral Co
58	58035	Confluencia	58035090	Plaza Huincul
58	58035	Confluencia	58035055	La Península
58	58035	Confluencia	58035057	Los Barreales
58	58035	Confluencia	58035060	Mari Menuco
58	58035	Confluencia	58035070	Neuquén
58	58035	Confluencia	58035100	Plottier
58	58035	Confluencia	58035030	Centenario
58	58035	Confluencia	58035140	Vista Alegre Sur
58	58035	Confluencia	58035107	Sauzal Bonito
58	58035	Confluencia	58035110	Senillosa
58	58035	Confluencia	58035115	Villa del Sol
58	58035	Confluencia	58035120	Villa El Chocón
58	58035	Confluencia	58035125	Villa Tenis Club Neuquén
58	58035	Confluencia	58035130	Vista Alegre Norte
58	58035	Confluencia	58035150	Yacht Club Neuquén
58	58049	Huiliches	58049010	Junín de los Andes
58	58049	Huiliches	58049020	Villa Huechulafquen
58	58049	Huiliches	58049030	Villa Lolog
58	58056	Lácar	58056003	Aeropuerto Chapelco
58	58056	Lácar	58056005	Parque Diana
58	58056	Lácar	58056010	San Martín de los Andes
58	58056	Lácar	58056020	Villa Lago Meliquina
58	58063	Loncopué	58063010	Chorriaca
58	58063	Loncopué	58063020	Loncopué
58	58070	Los Lagos	58070010	Villa La Angostura
58	58070	Los Lagos	58070020	Villa Traful
58	58077	Minas	58077010	Andacollo
58	58077	Minas	58077013	Butalón Norte
58	58077	Minas	58077017	Guañacos
58	58077	Minas	58077020	Huinganco
58	58077	Minas	58077030	Las Ovejas
58	58077	Minas	58077040	Los Miches
58	58077	Minas	58077050	Manzano Amargo
58	58077	Minas	58077060	Varvarco
58	58077	Minas	58077070	Los Carrizos
58	58084	Ñorquín	58084010	Caviahue
58	58084	Ñorquín	58084020	Copahue
58	58084	Ñorquín	58084030	El Cholar
58	58084	Ñorquín	58084040	El Huecú
58	58084	Ñorquín	58084050	Taquimilán
58	58091	Pehuenches	58091010	Barrancas
58	58091	Pehuenches	58091020	Buta Ranquil
58	58091	Pehuenches	58091030	Octavio Pico
58	58091	Pehuenches	58091040	Rincón de los Sauces
58	58098	Picún Leufú	58098003	Chocón Medio
58	58098	Picún Leufú	58098005	El Sauce
58	58098	Picún Leufú	58098010	Paso Aguerre
58	58098	Picún Leufú	58098020	Picún Leufú
58	58105	Picunches	58105010	Bajada del Agrio
58	58105	Picunches	58105020	La Buitrera
58	58105	Picunches	58105030	Las Lajas
58	58105	Picunches	58105040	Quili Malal
58	58112	Zapala	58112005	El Cristo
58	58112	Zapala	58112010	Los Catutos
58	58112	Zapala	58112020	Mariano Moreno
58	58112	Zapala	58112030	Ramón M. Castro
58	58112	Zapala	58112040	Zapala
62	62007	Adolfo Alsina	62007010	Bahía Creek
62	62007	Adolfo Alsina	62007020	El Cóndor
62	62007	Adolfo Alsina	62007030	El Juncal
62	62007	Adolfo Alsina	62007035	El Pescadero
62	62007	Adolfo Alsina	62007080	Fuerte San Javier
62	62007	Adolfo Alsina	62007040	Guardia Mitre
62	62007	Adolfo Alsina	62007050	La Lobería
62	62007	Adolfo Alsina	62007060	Loteo Costa de Río
62	62007	Adolfo Alsina	62007070	Pozo Salado
62	62007	Adolfo Alsina	62007090	Viedma
62	62014	Avellaneda	62014010	Barrio Unión
62	62014	Avellaneda	62014020	Chelforó
62	62014	Avellaneda	62014030	Chimpay
62	62014	Avellaneda	62014040	Choele Choel
62	62014	Avellaneda	62014050	Coronel Belisle
62	62014	Avellaneda	62014060	Darwin
62	62014	Avellaneda	62014070	Lamarque
62	62014	Avellaneda	62014080	Luis Beltrán
62	62014	Avellaneda	62014090	Pomona
62	62021	Bariloche	62021020	Colonia Suiza
62	62021	Bariloche	62021030	El Bolsón
62	62021	Bariloche	62021040	El Foyel
62	62021	Bariloche	62021042	Lago Moreno
62	62021	Bariloche	62021044	Las Cartas
62	62021	Bariloche	62021045	Los Repollos
62	62021	Bariloche	62021047	Mallín Ahogado
62	62021	Bariloche	62021050	Río Villegas
62	62021	Bariloche	62021060	San Carlos de Bariloche
62	62021	Bariloche	62021080	Villa Catedral
62	62021	Bariloche	62021110	Villa Mascardi
62	62028	Conesa	62028010	Barrio Colonia Conesa
62	62028	Conesa	62028030	Barrio Planta Compresora de Gas
62	62028	Conesa	62028020	General Conesa
62	62035	El Cuy	62035010	Aguada Guzmán
62	62035	El Cuy	62035020	Cerro Policía
62	62035	El Cuy	62035030	El Cuy
62	62035	El Cuy	62035040	Las Perlas
62	62035	El Cuy	62035050	Mencué
62	62035	El Cuy	62035060	Naupa Huen
62	62035	El Cuy	62035070	Paso Córdova
62	62035	El Cuy	62035080	Valle Azul
62	62042	General Roca	62042010	Allen
62	62042	General Roca	62042030	Barda del Medio
62	62042	General Roca	62042035	Barrio Alta Barda
62	62042	General Roca	62042040	Barrio Blanco
62	62042	General Roca	62042045	Barrio Buenos Aires Chico
62	62042	General Roca	62042050	Barrio Calle Ciega N° 10
62	62042	General Roca	62042060	Barrio Calle Ciega N° 6
62	62042	General Roca	62042070	Barrio Canale
62	62042	General Roca	62042075	Barrio Ceferino
62	62042	General Roca	62042080	Barrio Chacra Monte
62	62042	General Roca	62042090	Barrio Costa Este
62	62042	General Roca	62042110	Barrio Costa Oeste
62	62042	General Roca	62042115	Barrio Destacamento
62	62042	General Roca	62042120	Barrio El Labrador
62	62042	General Roca	62042130	Barrio El Maruchito
62	62042	General Roca	62042140	Barrio El Petróleo
62	62042	General Roca	62042143	Barrio Emergente
62	62042	General Roca	62042147	Barrio Fátima
62	62042	General Roca	62042150	Barrio Frontera
62	62042	General Roca	62042160	Barrio Guerrico
62	62042	General Roca	62042170	Barrio Isla 10
62	62042	General Roca	62042180	Barrio La Barda
62	62042	General Roca	62042200	Barrio La Costa
62	62042	General Roca	62042201	Barrio La Costa
62	62042	General Roca	62042210	Barrio La Defensa
62	62042	General Roca	62042213	Barrio La Herminia
62	62042	General Roca	62042215	Barrio La Herradura
62	62042	General Roca	62042224	Barrio La Luna
62	62042	General Roca	62042227	Barrio La Pasarela
62	62042	General Roca	62042245	Barrio Luisillo
62	62042	General Roca	62042250	Barrio Mar del Plata
62	62042	General Roca	62042255	Barrio Marengo
62	62042	General Roca	62042260	Barrio María Elvira
62	62042	General Roca	62042265	Barrio Moño Azul
62	62042	General Roca	62042280	Barrio Norte
62	62042	General Roca	62042297	Barrio Pinar
62	62042	General Roca	62042310	Barrio Porvenir
62	62042	General Roca	62042335	Barrio Santa Lucía
62	62042	General Roca	62042340	Barrio Santa Rita
62	62042	General Roca	62042345	Barrio Tronelli
62	62042	General Roca	62042350	Barrio Unión
62	62042	General Roca	62042360	Catriel
62	62042	General Roca	62042370	Cervantes
62	62042	General Roca	62042380	Chichinales
62	62042	General Roca	62042390	Cinco Saltos
62	62042	General Roca	62042400	Cipolletti
62	62042	General Roca	62042440	General Fernández Oro
62	62042	General Roca	62042410	Contralmirante Cordero
62	62042	General Roca	62042415	Costa Blanco
62	62042	General Roca	62042420	Ferri
62	62042	General Roca	62042430	General Enrique Godoy
62	62042	General Roca	62042450	General Roca
62	62042	General Roca	62042460	Ingeniero Luis A. Huergo
62	62042	General Roca	62042470	Ingeniero Otto Krause
62	62042	General Roca	62042480	Mainqué
62	62042	General Roca	62042485	Martín Fierro
62	62042	General Roca	62042020	Paraje Arroyón (Bajo San Cayetano)
62	62042	General Roca	62042490	Paso Córdova
62	62042	General Roca	62042500	Península Ruca Co
62	62042	General Roca	62042240	Puente Cero
62	62042	General Roca	62042520	Sargento Vidal
62	62042	General Roca	62042530	Villa Alberdi
62	62042	General Roca	62042540	Villa del Parque
62	62042	General Roca	62042550	Villa Manzano
62	62042	General Roca	62042560	Villa Regina
62	62042	General Roca	62042570	Villa San Isidro
62	62049	9 de Julio	62049010	Comicó
62	62049	9 de Julio	62049020	Cona Niyeu
62	62049	9 de Julio	62049030	Ministro Ramos Mexía
62	62049	9 de Julio	62049040	Prahuaniyeu
62	62049	9 de Julio	62049060	Rincón Treneta
62	62049	9 de Julio	62049050	Sierra Colorada
62	62049	9 de Julio	62049070	Yaminué
62	62056	Ñorquinco	62056005	Estación Ñorquinco
62	62056	Ñorquinco	62056010	Las Bayas
62	62056	Ñorquinco	62056020	Mamuel Choique
62	62056	Ñorquinco	62056030	Ñorquinco
62	62056	Ñorquinco	62056040	Ojos de Agua
62	62056	Ñorquinco	62056050	Río Chico
62	62063	Pichi Mahuida	62063005	Barrio Esperanza
62	62063	Pichi Mahuida	62063010	Colonia Juliá y Echarren
62	62063	Pichi Mahuida	62063013	Juventud Unida
62	62063	Pichi Mahuida	62063017	Pichi Mahuida
62	62063	Pichi Mahuida	62063020	Río Colorado
62	62063	Pichi Mahuida	62063060	Salto Andersen
62	62070	Pilcaniyeu	62070003	Blancura Centro
62	62070	Pilcaniyeu	62070005	Cañadón Chileno
62	62070	Pilcaniyeu	62070010	Comallo
62	62070	Pilcaniyeu	62070015	Corralito
62	62070	Pilcaniyeu	62070020	Dina Huapi
62	62070	Pilcaniyeu	62070030	Laguna Blanca
62	62070	Pilcaniyeu	62070040	Ñirihuau
62	62070	Pilcaniyeu	62070060	Pilcaniyeu
62	62070	Pilcaniyeu	62070070	Pilquiniyeu del Limay
62	62070	Pilcaniyeu	62070080	Villa Llanquín
62	62077	San Antonio	62077005	El Empalme
62	62077	San Antonio	62077007	El Sótano
62	62077	San Antonio	62077010	Las Grutas
62	62077	San Antonio	62077020	Playas Doradas
62	62077	San Antonio	62077030	Puerto San Antonio Este
62	62077	San Antonio	62077040	Punta Colorada
62	62077	San Antonio	62077045	Saco Viejo
62	62077	San Antonio	62077050	San Antonio Oeste
62	62077	San Antonio	62077060	Sierra Grande
62	62084	Valcheta	62084010	Aguada Cecilio
62	62084	Valcheta	62084020	Arroyo Los Berros
62	62084	Valcheta	62084030	Arroyo Ventana
62	62084	Valcheta	62084040	Nahuel Niyeu
62	62084	Valcheta	62084050	Sierra Pailemán
62	62084	Valcheta	62084060	Valcheta
62	62091	25 de Mayo	62091010	Aguada de Guerra
62	62091	25 de Mayo	62091020	Clemente Onelli
62	62091	25 de Mayo	62091030	Colán Conhué
62	62091	25 de Mayo	62091040	El Caín
62	62091	25 de Mayo	62091050	Ingeniero Jacobacci
62	62091	25 de Mayo	62091060	Los Menucos
62	62091	25 de Mayo	62091070	Maquinchao
62	62091	25 de Mayo	62091090	Pilquiniyeu
66	66007	Anta	66007010	Apolinario Saravia
66	66007	Anta	66007110	Luis Burela
66	66007	Anta	66007020	Ceibalito
66	66007	Anta	66007030	Centro 25 de Junio
66	66007	Anta	66007040	Coronel Mollinedo
66	66007	Anta	66007050	Coronel Olleros
66	66007	Anta	66007060	El Quebrachal
66	66007	Anta	66007070	Gaona
66	66007	Anta	66007080	General Pizarro
66	66007	Anta	66007090	Joaquín V. González
66	66007	Anta	66007100	Las Lajitas
66	66007	Anta	66007120	Macapillo
66	66007	Anta	66007130	Nuestra Señora de Talavera
66	66007	Anta	66007140	Piquete Cabado
66	66007	Anta	66007150	Río del Valle
66	66007	Anta	66007160	Tolloche
66	66014	Cachi	66014010	Cachi
66	66014	Cachi	66014017	Palermo Oeste
66	66014	Cachi	66014020	Payogasta
66	66014	Cachi	66014030	San José de Escalchi
66	66021	Cafayate	66021010	Cafayate
66	66021	Cafayate	66021020	Tolombón
66	66028	Capital	66028015	Cobos
66	66028	Capital	66028050	Salta
66	66028	Capital	66028060	San Lorenzo
66	66035	Cerrillos	66035010	San José de los Cerrillos
66	66035	Cerrillos	66035012	Cielos del Sur
66	66035	Cerrillos	66035020	La Merced
66	66035	Cerrillos	66035023	La Pedrera
66	66035	Cerrillos	66035025	Las Palmas
66	66035	Cerrillos	66035030	San Agustín
66	66035	Cerrillos	66035035	Terrazas del Río
66	66035	Cerrillos	66035050	Villa Sarmiento
66	66042	Chicoana	66042003	Barrio Finca La Maroma
66	66042	Chicoana	66042007	El Mollar
66	66042	Chicoana	66042008	El Mollar
66	66042	Chicoana	66042010	Chicoana
66	66042	Chicoana	66042020	El Carril
66	66042	Chicoana	66042005	Barrio La Rotonda
66	66049	General Güemes	66049005	Betania
66	66049	General Güemes	66049007	Cabeza de Buey
66	66049	General Güemes	66049010	Campo Santo
66	66049	General Güemes	66049020	Cobos
66	66049	General Güemes	66049030	El Bordo
66	66049	General Güemes	66049035	El Sauce
66	66049	General Güemes	66049040	General Güemes
66	66056	General José de San Martín	66056010	Aguaray
66	66056	General José de San Martín	66056030	Campichuelo
66	66056	General José de San Martín	66056040	Campo Durán
66	66056	General José de San Martín	66056050	Capiazuti
66	66056	General José de San Martín	66056055	Caraparí
66	66056	General José de San Martín	66056060	Carboncito
66	66056	General José de San Martín	66056070	Coronel Cornejo
66	66056	General José de San Martín	66056080	Dragones
66	66056	General José de San Martín	66056090	Embarcación
66	66056	General José de San Martín	66056100	General Ballivián
66	66056	General José de San Martín	66056120	Hickman
66	66056	General José de San Martín	66056130	Misión Chaqueña
66	66056	General José de San Martín	66056170	Pacará
66	66056	General José de San Martín	66056180	Padre Lozano
66	66056	General José de San Martín	66056190	Piquirenda
66	66056	General José de San Martín	66056200	Profesor Salvador Mazza
66	66056	General José de San Martín	66056215	Santa María de Yariguarenda
66	66056	General José de San Martín	66056220	Tartagal
66	66056	General José de San Martín	66056150	Misión Kilómetro 6
66	66056	General José de San Martín	66056110	General Mosconi
66	66056	General José de San Martín	66056230	Tobantirenda
66	66056	General José de San Martín	66056240	Tranquitas
66	66056	General José de San Martín	66056250	Yacuy
66	66056	General José de San Martín	66056260	Zanja Honda
66	66063	Guachipas	66063003	Alemanía
66	66063	Guachipas	66063007	Coropampa
66	66063	Guachipas	66063010	Guachipas
66	66070	Iruya	66070005	Cortaderas
66	66070	Iruya	66070010	Iruya
66	66070	Iruya	66070020	Isla de Cañas
66	66070	Iruya	66070030	Pueblo Viejo
66	66070	Iruya	66070040	Rodeo Colorado
66	66070	Iruya	66070050	San Isidro
66	66077	La Caldera	66077010	La Caldera
66	66077	La Caldera	66077013	La Calderilla
66	66077	La Caldera	66077020	Vaqueros
66	66084	La Candelaria	66084010	El Jardín
66	66084	La Candelaria	66084020	El Tala
66	66084	La Candelaria	66084030	La Candelaria
66	66091	La Poma	66091005	Cerro Negro
66	66091	La Poma	66091010	Cobres
66	66091	La Poma	66091020	La Poma
66	66098	La Viña	66098010	Ampascachi
66	66098	La Viña	66098020	Cabra Corral
66	66098	La Viña	66098030	Coronel Moldes
66	66098	La Viña	66098035	El Carmen
66	66098	La Viña	66098037	El Préstamo
66	66098	La Viña	66098040	La Viña
66	66098	La Viña	66098045	Saladillo
66	66098	La Viña	66098050	Talapampa
66	66105	Los Andes	66105010	Olacapato
66	66105	Los Andes	66105017	Salar de Pocitos
66	66105	Los Andes	66105020	San Antonio de los Cobres
66	66105	Los Andes	66105030	Santa Rosa de los Pastos Grandes
66	66105	Los Andes	66105040	Tolar Grande
66	66112	Metán	66112010	El Galpón
66	66112	Metán	66112020	El Tunal
66	66112	Metán	66112030	Lumbreras
66	66112	Metán	66112070	Río Piedras
66	66112	Metán	66112040	San José de Metán
66	66112	Metán	66112080	San José de Orquera
66	66119	Molinos	66119010	La Puerta
66	66119	Molinos	66119020	Molinos
66	66119	Molinos	66119030	Seclantás
66	66126	Orán	66126010	Aguas Blancas
66	66126	Orán	66126020	Colonia Santa Rosa
66	66126	Orán	66126030	El Tabacal
66	66126	Orán	66126040	Hipólito Yrigoyen
66	66126	Orán	66126055	Los Naranjos
66	66126	Orán	66126060	Pichanal
66	66126	Orán	66126065	Río Blanquito
66	66126	Orán	66126070	San Ramón de la Nueva Orán
66	66126	Orán	66126080	Urundel
66	66133	Rivadavia	66133010	Alto de la Sierra
66	66133	Rivadavia	66133020	Capitán Juan Pagé
66	66133	Rivadavia	66133030	Coronel Juan Solá
66	66133	Rivadavia	66133035	Hito 1
66	66133	Rivadavia	66133037	La Merced
66	66133	Rivadavia	66133040	La Unión
66	66133	Rivadavia	66133050	Los Blancos
66	66133	Rivadavia	66133055	Misión La Paz
66	66133	Rivadavia	66133060	Pluma de Pato
66	66133	Rivadavia	66133070	Rivadavia
66	66133	Rivadavia	66133080	Santa María
66	66133	Rivadavia	66133090	Santa Rosa
66	66133	Rivadavia	66133100	Santa Victoria Este
66	66140	Rosario de la Frontera	66140005	Almirante Brown
66	66140	Rosario de la Frontera	66140010	Antilla
66	66140	Rosario de la Frontera	66140020	Copo Quile
66	66140	Rosario de la Frontera	66140030	El Naranjo
66	66140	Rosario de la Frontera	66140040	El Potrero
66	66140	Rosario de la Frontera	66140045	Los Baños
66	66140	Rosario de la Frontera	66140050	Rosario de la Frontera
66	66140	Rosario de la Frontera	66140060	San Felipe
66	66140	Rosario de la Frontera	66140070	San Lorenzo
66	66147	Rosario de Lerma	66147005	Barrio Retoños de Colón
66	66147	Rosario de Lerma	66147010	Campo Quijano
66	66147	Rosario de Lerma	66147013	El Pucará
66	66147	Rosario de Lerma	66147015	La Merced del Encón
66	66147	Rosario de Lerma	66147020	La Silleta
66	66147	Rosario de Lerma	66147030	Rosario de Lerma
66	66154	San Carlos	66154005	Amblayo
66	66154	San Carlos	66154010	Angastaco
66	66154	San Carlos	66154020	Animaná
66	66154	San Carlos	66154040	San Carlos
66	66161	Santa Victoria	66161010	Acoyte
66	66161	Santa Victoria	66161015	Cuesta Azul
66	66161	Santa Victoria	66161020	Campo La Cruz
66	66161	Santa Victoria	66161023	Campo La Paz
66	66161	Santa Victoria	66161027	Lizoite
66	66161	Santa Victoria	66161030	Los Toldos
66	66161	Santa Victoria	66161035	Mecoyita
66	66161	Santa Victoria	66161040	Nazareno
66	66161	Santa Victoria	66161050	Poscaya
66	66161	Santa Victoria	66161060	San Marcos
66	66161	Santa Victoria	66161070	Santa Victoria
66	66161	Santa Victoria	66161080	Vizcachani
70	70007	Albardón	70007010	El Rincón
70	70007	Albardón	70007020	Villa General San Martín - Campo Afuera
70	70014	Angaco	70014010	Las Tapias
70	70014	Angaco	70014020	Villa El Salvador - Villa Sefair
70	70021	Calingasta	70021010	Barreal - Villa Pituil
70	70021	Calingasta	70021020	Calingasta
70	70021	Calingasta	70021025	Barrio El Carrizal
70	70021	Calingasta	70021027	La Isla
70	70021	Calingasta	70021030	Tamberías
70	70028	Capital	70028010	San Juan
70	70035	Caucete	70035010	Bermejo
70	70035	Caucete	70035020	Caucete
70	70035	Caucete	70035025	Divisoria
70	70035	Caucete	70035030	El Rincón
70	70035	Caucete	70035037	La Puntilla
70	70035	Caucete	70035040	Las Talas - Los Médanos
70	70035	Caucete	70035050	Marayes
70	70035	Caucete	70035060	Pie de Palo
70	70035	Caucete	70035063	Pozo de los Algarrobos
70	70035	Caucete	70035070	Vallecito
70	70035	Caucete	70035080	Villa Independencia
70	70042	Chimbas	70042010	Chimbas
70	70049	Iglesia	70049010	Angualasto
70	70049	Iglesia	70049030	Iglesia - Bella Vista
70	70049	Iglesia	70049040	Las Flores
70	70049	Iglesia	70049050	Pismanta
70	70049	Iglesia	70049060	Rodeo
70	70049	Iglesia	70049070	Tudcum
70	70056	Jáchal	70056010	El Médano
70	70056	Jáchal	70056015	Entre Ríos
70	70056	Jáchal	70056020	Gran China
70	70056	Jáchal	70056030	Huaco
70	70056	Jáchal	70056040	Mogna
70	70056	Jáchal	70056050	Niquivil
70	70056	Jáchal	70056060	Pampa Vieja
70	70056	Jáchal	70056070	San Isidro
70	70056	Jáchal	70056080	San José de Jáchal
70	70056	Jáchal	70056090	Tamberías
70	70056	Jáchal	70056100	Villa Malvinas Argentinas
70	70056	Jáchal	70056110	Villa Mercedes
70	70063	9 de Julio	70063010	Alto de Sierra
70	70063	9 de Julio	70063030	Las Chacritas
70	70063	9 de Julio	70063040	9 de Julio
70	70070	Pocito	70070005	Barrio Municipal
70	70070	Pocito	70070010	Barrio Ruta 40
70	70070	Pocito	70070020	Carpintería
70	70070	Pocito	70070030	Quinto Cuartel
70	70070	Pocito	70070040	Villa Aberastain - La Rinconada
70	70070	Pocito	70070050	Villa Barboza - Villa Nacusi
70	70070	Pocito	70070060	Villa Centenario
70	70077	Rawson	70077003	Colonia Sarmiento
70	70077	Rawson	70077007	Punta del Monte
70	70077	Rawson	70077010	Rawson
70	70077	Rawson	70077020	Villa Bolaños
70	70084	Rivadavia	70084010	Rivadavia
70	70091	San Martín	70091010	Barrio SADOP - Bella Vista
70	70091	San Martín	70091020	Dos Acequias
70	70091	San Martín	70091030	San Isidro
70	70091	San Martín	70091040	Villa del Salvador
70	70091	San Martín	70091050	Villa Dominguito
70	70091	San Martín	70091060	Villa Don Bosco
70	70091	San Martín	70091070	Villa San Martín
70	70098	Santa Lucía	70098010	Santa Lucía
70	70105	Sarmiento	70105010	Cañada Honda
70	70105	Sarmiento	70105020	Cienaguita
70	70105	Sarmiento	70105025	Cochagual
70	70105	Sarmiento	70105030	Colonia Fiscal
70	70105	Sarmiento	70105040	Divisadero
70	70105	Sarmiento	70105060	Las Lagunas
70	70105	Sarmiento	70105070	Los Berros
70	70105	Sarmiento	70105080	Pedernal
70	70105	Sarmiento	70105090	Punta del Médano
70	70105	Sarmiento	70105095	Tres Esquinas
70	70105	Sarmiento	70105100	Villa Media Agua
70	70112	Ullum	70112003	Costa del Lago
70	70112	Ullum	70112010	Villa Ibáñez
70	70119	Valle Fértil	70119010	Astica
70	70119	Valle Fértil	70119020	Balde del Rosario
70	70119	Valle Fértil	70119030	Chucuma
70	70119	Valle Fértil	70119040	Los Baldecitos
70	70119	Valle Fértil	70119050	Usno
70	70119	Valle Fértil	70119060	Villa San Agustín
70	70126	25 de Mayo	70126010	El Encón
70	70126	25 de Mayo	70126020	Tupelí
70	70126	25 de Mayo	70126030	Villa Borjas - La Chimbera
70	70126	25 de Mayo	70126040	Villa El Tango
70	70126	25 de Mayo	70126050	Villa Santa Rosa
70	70133	Zonda	70133010	Villa Basilio Nievas
74	74007	Ayacucho	74007010	Candelaria
74	74007	Ayacucho	74007020	La Majada
74	74007	Ayacucho	74007030	Leandro N. Alem
74	74007	Ayacucho	74007040	Luján
74	74007	Ayacucho	74007050	Quines
74	74007	Ayacucho	74007060	Río Juan Gómez
74	74007	Ayacucho	74007070	San Francisco del Monte de Oro
74	74014	Belgrano	74014005	El Milagro
